Referencia	Título	Autor	Ilustrador	Edición	Editorial	Lugar de publicación	Año de publicación	ISBN	Formato	Encuadernación	Peso	Edición	Tirada	Firmado	Descripción	Estado del libro	Estado de la cubierta	Precio	Tipo de artículo	Cantidad	Catálogo	Palabras clave	Categoría de AbeBooks	URL imagen
10042	Detrás de la droga. Raíces espirituales, culturales, sociales, familiares, psicológicas y orgánicas de la problemática de la drogadicción	Puentes, Mario			Lugar	Argentina	2005	9789508922465		Rústica con solapas						Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10042.jpeg
10043	Sexoterápia integral	Álvarez- Gayou			Manual Moderno	México	2011	9786074480665		Rústica					<p>Completísimo tratado enfocado a psicoterapéutas sobre todos los aspectos de la sexualidad</p>	Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10043.jpeg
10044	El Psicoanálisis es un humanismo	L'Heuillet, H.			Letra viva	Argentina	2008	9789506491765		Rústica con solapas						Buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10044.jpeg
10045	Del invento a la herramienta.	Varios			Polemos	Argentina	2009	9789876490139		Rústica con solapas					<p>Una experiencia diferente en el campo de la salud mental con niños y adolescentes</p>	Buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10045.jpeg
10046	Deber de memoria	Varios			Grama	Argentina	2005	9871199244		Rústica					<p>Reflexiones acerca de memoria histórica y shoah</p>	Buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10046.jpeg
10047	Lo que pasa cuando dejas ir. Aprendiendo a vivir nuevamente a través de un curso de Milagros	Arandes, Nick			Sednara	USA	2008	9781453747384		Rústica						Buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10047.jpeg
10049	Psicometría + Problemas + Formularios ( 3 tomos)	Barbero García, Vila Abad y Holgado Tello			Sanz y Torres. UNED	Madrid	2010	9788492948185		Cartoné ilustrado de editorial						Buen estado		25	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10049_1_.jpeg
10051	Cultura y depresión. Aportes antropológicos para la conceptualización de los trastornos mentales	Korman y Molina			Akadia	Argentina	2009	9789875701243		Rústica con solapas						Buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10051.jpeg
10053	 Comorbilidades en Psiquiatría, capítulo de Psicofarmacología (APSA)	Varios			Polemos	Argentina	2009	9789876490153		Rústica						Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10053.jpeg
10055	El objeto aire... y otras intervenciones en psicoanálisis	Basz, Samuel			Grama	Argentina	2012	9789871649570		Rústica con solapas						Buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10055.jpeg
10058	El paraíso imperfecto. El diálogo en el jardín de Edén	Cacho y Manrique			Cerpo	México	2009	9796855732524		Rústica					<p>Una búsqueda del sentido de lo femenino</p>	Buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10058.jpeg
10059	Avances en evaluación Psicológica	Silva, Fernando (coordinador)			Promolibro	Valencia	1999	9788479862510		Rústica						aceptable		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10059.jpeg
10060	Testimonios de la clínica psicoanalítica	Varios			JVE	Argentina	2001	9789879203262		Rústica						Buen estado general		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10060.jpeg
10061	Síntomas y Semblantes: La actualidad de la clínica analítica	Varios			Grama	Argentina	2011	9789871649327		Rústica con solapas						Buen estado		8	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10061.jpeg
10062	Volver a pensar la educación( 2 Tomos). Tomo I: Política, educación y sociedad. Tomo II : Prácticas y discursos alternativos	Varios			Morata	Madrid	1995	8471124025		Rústica						Buen estado, tapas ligeramente rozadas		15	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10062_1.jpeg
10064	Desarrollo en la edad adulta	Hansen Lemme, Bárbara			Manual Moderno	México	2003	9789707290242		Rústica						Buen estado		18	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10064.jpeg
10066	Agonía, muerte y duelo, un reto para la vida	Corless, Germino y Pittman			Manual Moderno	México	2005	9789707291614		Rústica						Buen estado		18	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10066.jpeg
10068	Cómo vencer la timidez y la ansiedad social	Alfredo H. Cía			Polemos	Argentina	2009	9789876490108		Rústica con solapas						Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10068.jpeg
10069	Psicoterápia en la obesidad	Zukerfeld, R.			Letra viva	Argentina	2011	9789506493356		Rústica con solapas					<p>Seguido de clínica grupal en obesidad de Claudia Cristobo</p>	Buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10069.jpeg
10070	La potencia grupal. Clínica, teatro, música, trabajo	Varios			Lugar	Argentina	2011	9789508923790		Rústica con solapas					<p>Enfocado al trabajo en teatro y musical</p>	Buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10070.jpeg
10071	Fantasmas y pastillas. Intervenciones psicoanáliticas y psicofármacos con niños	Vasen, Juan			Letra viva	Argentina	2005	9789506491147		Rústica con solapas						Buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10071.jpeg
10072	Psiquiatría, Psicología y Psiquianálisis. Historia y memoria	Varios			Polemos	Argentina	2000	9789165209		Rústica						Buen estado		8	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10072.jpeg
10073	Patología laboral del equipo de salud mental	Lipko y Dumeynieu			Lugar	Argentina	2004	9789508921802		Rústica con solapas					<p>Estrategias de adaptación del estrés en el medio del trabajo clínico</p>	Buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10073.jpeg
10074	Buenas prácticas y competencias en evaluación psicológica	Varios			Pirámide	Madrid	2011	9788436824322		Rústica con solapas					<p>El sistema interactivo Multimedia de aprendizaje del proceso de evaluaci&oacute;n. Contiene CD-Rom</p>	Buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10074.jpeg
10075	Investigaciones lingüisticas sobre la afasia	Lesser, Ruth			Editorial médica y técnica	Barcelona	1983	8485298845		Rústica						Buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10075.jpeg
10077	Trastorno de angustia, crisis de pánico y agorafobia en atención primaria	Varios			Masson	Barcelona	2000	9788445810521		Rústica						Buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10077.jpeg
10078	Una historia de la Psicología	Cagigas, Angel			Del lunar	Jaén	2009	9788495331489		Rústica con solapas						Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10078.jpeg
10080	Lecturas de psicología evolutiva I	Varios autores			UNED	Madrid	2013	9788436259001		rústica						buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10080.jpeg
10082	Señas de identidad psicoanalítica	Santa Eufemia Suárez, J.A.			Vellocino de oro		2001			rústica con solapas						buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10082.jpeg
10083	El cuerpo en la clínica institucional. Escena y afectación	Kononovich, Bernardo.  Saidón, Osvaldo			Lugar	Buenos Aires	1994			rústica						aceptable		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10083.jpeg
10085	Encuentro de Buenos Aires. El efecto mutativo de la interpretación psicoanalítica	Varios autores			Polemos	Buenos Aires	2001			rústica						buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10085.jpeg
10087	Adolescencia y salud	Coleman; Hendry; Kloep			Manual moderno	México	2008	9789707293403		rústica						buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10087.jpeg
10088	Travesia de una estabilización	Iannizzotto, María Lourdes			Letra viva	Buenos Aires	2010	9789506492779		rústica con solapas						buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10088.jpeg
10089	Cartografía del Campo Psi. La trama salud-educación	Emmanuele, Elsa S.			Lugar	2002	2002	9789508921376		rústica						buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10089.jpeg
10090	Neurobiología y Comorbilidad del Trastorno de Estrés Postraumático: Un Paradigma dimensional. Desde la neuroplasticidad a la resilencia	Kuper, Enrique 			Polemos	Buenos Aires	2004			rústica						buen estado, cubierta delantera algo doblada		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10090.jpeg
10092	Psicología médico y social	Alonso Fernández, Francisco 			Salvat	Barcelona	1989	9788434529984 		rústica						buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10092.jpeg
10093	Reflexiones sobre el Pase. Los efectos de un cártel	Varios autores				Barcelona	2007			rústica								6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10093.jpeg
10094	¿Post-mocositos?. Presencias, fantasmas y duendes en la clínica con niños y jóvenes de hoy	Vasen, Juan			Lugar	Buenos Aires	2000			rústica						aceptable		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10094.jpeg
10095	Introducción al test sociométrico	Arruga y Valeri, Artur			Herder	Barcelona	982			rústica						buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10095.jpeg
10096	Obesidad hablada, una experiencia grupal	Varios			Dunken	Argentina	2008	9789870233268		Rústica con solapas						Buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10096.jpeg
10097	Técnicas de investigación científica con aplicaciones en Psicología, Ciencias sociales y Ciencias de la educación	Nuria Cortada de Kohan, Guillermo Macbeth y Alfredo López Alonso			Lugar	Argentina	2008	9789508922977		Rústica						Tapas algo rozadas, interior bien		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10097.jpeg
10098	Comunicación y Tics: su efecto en la distribución comercial	Alcaraz Lladró, Antonio y García Guardia, María Luisa			Visión Libros	Madrid	2010	9788499839301		Rústica					<p>Cómo optimizar la comunicación en las distintas fases de la comercialización para tener mayor eficacia</p>	Buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10098.jpeg
10099	Infancia y adolescencia entre necios y sabios	Guelman de Javkin			Homo Sapiens	Argentina	2001	9789508083081		Rústica con solapas						Buen estado		8	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10099.jpeg
10100	¿Que sucede en el acto analítico?, la experiencia del psicoanálisis	Harari, Roberto			Lugar	Argentina	2000	9789508921031		Rústica						Buen estado general, pequeño doblez en la esquina inferior		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10100.jpeg
10101	Aquí, Ahora y lo que viene. Paul Goodman y la Psicoterápia Gestalt en tiempos de crisis mundial	Stoehr, Taylor			Cuatro vientos	Chile	2007	9789562420464		Rústica						Buen estado		8	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10101.jpeg
10103	Psicología preventiva y sordera	Rella, Franca			Lugar	Argentina	2001	9789508921369		Rústica						Tapas rozadas, interior bien		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10103.jpeg
10104	Suicidio en la vejez	Matusevich, Daniel y Pérez Barrero, Sergio			Polemos	Argentina	2009	9789876490122		Rústica					<p>La depresi&oacute;n en la vejez</p>	Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10104.jpeg
10107	El ermitaño, su vida y su doctrina. Vida humana y espiritual del hermano Romaguera, un hombre tocado por Dios	Cremades, Rafael			Germania	Valencia	1999	9788489847187		Rústica con solapas						Buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10107.jpeg
10109	Las obras de misericordia	Papa Francisco			Romana	Madrid	2016	9788415980483		Rústica con solapas						Buen estado		8	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10109.jpeg
10114	Atlas universel. Politique, statistique, commerce	Hickmann			Haar & Steinert	Paris	1903			Rústica						Tapas algo rozadas, interior buen estado		25	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10114_1.jpeg
10116	Creatividad teatral					Madrid	1990	8420515205		Rústica						Buen estado		8	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10116.jpeg
10121	Recetas inmorales	Vázquez Montalbán, Manuel			Ediciones B	Barcelona	1988	844060386X		Cartoné ilustrado de editorial						Buen estado, tapas ligeramente rozadas		35	Libro	1				https://www.uniliber.com/uploads/productos/15386649949922.jpeg
10123	Estudio histórico de la iglesia parroquial de Santa María la Mayor de Trujillo	Ramos Rubio, José Antonio			El autor	Plasencia	1990	8476744		Rústica						Buen estado, anotación en página de presentación		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10123.jpeg
10124	Diccionario de ortografía técnica	Martínez de Sousa, José			Fundación Germán Sánchez Ruipérez	Madrid	1987	8486168279		Cartoné ilustrado de editorial						Buen estado		15	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10124.jpeg
10125	La Imprenta en Extremadura (1489- 1800)	Rodríguez- Moñino, A.			Diputación provincial de Badajoz		1945			Encuadernación particular en holandesa con puntas y papel de aguas					<p>Edición numerada de 500 ejemplares</p>	Buen estado		120	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10125_1.jpg
10128	Coloquios de Roncesvalles. Agosto de 1955	Varios			Institución príncipe de Viana. Diputación foral de Navarra	Zaragoza	1956			Rústica					<p>Coloquios en español, francés e italiano</p>	Tapas y lomo rozados, interior bien		30	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10128.jpeg
10129	Bajo el encanto de lo novelesco: Blasco Ibáñez, ochenta años después	Sales Dasí, Emilio josé			Generalitat Valenciana		2009	9788448252298		Cartoné con sobrecubierta ilustrada						Buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10129.jpeg
10130	El frente de juventudes. Política de juventud en la España de la postguerra (1937-1960)	Sáez Marín, Juan			Siglo XXI	Madrid	1988	8432306487		Rústica						Buen estado		50	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10130.jpeg
10131	E.P.Thompson esencial	E.P.Thompson, Dorothy Thompson			Crítica	Barcelona	2002	9788484323792		Rústica con solapas						Como nuevo		20	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10131.jpeg
10133	Madrid, once de Marzo. Poemas para el recuerdo	Varios			Pre-textos	Madrid	2004	8481916153		Rústica con solapas						Buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10133.jpeg
