Referencia	Título	Autor	Ilustrador	Edición	Editorial	Lugar de publicación	Año de publicación	ISBN	Formato	Encuadernación	Peso	Edición	Tirada	Firmado	Descripción	Estado del libro	Estado de la cubierta	Precio	Tipo de artículo	Cantidad	Catálogo	Palabras clave	Categoría de AbeBooks	URL imagen
8872	Cómo integrar a niños con necesidades especiales con Gimnasia para el Cerebro	Freeman, Cecilia			PAX	México	2008	9789688608746		Rústica						Buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8872.jpeg
8873	Cultural foundations of learning	Jin Li			Cambridge	New York	2012	9780521160629		Rústica						Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8873.jpeg
8874	Applying Social Psychology	Varios			Palgrave Macmillan	Great Britain	2003	9780333776179		Rústica						Buen estado		15	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8874.jpeg
8875	Psicofarmacología práctica	Jufe, Gabriela			Polemos	Argentina	2006	9789879165744		Rústica con solapas						Buen estado		30	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8875.jpeg
8876	In and Out of Anorexia, the story of the Client, the Therapist and  the Process of Recovery	Ronen and Ayelet			Jessica Kingsley Publishers	England	2001	9781853029905		Rústica						Buen estado general		16	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8876.jpg
8877	In defense of the Psychological	Miller, John William				New York	1983	039301701X		Cartoné editorial con dorados en tel, con sobrecubierta						Buen estado general		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8877.jpg
8878	Valuing Older Peaple, positive Psychological practice	Stirling, Elspeth			Wiley Blackwell	USA	2010	9780470683347		Rústica						Buen estado		14	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8878.jpeg
8880	CBT for Schiphrenia, evidence basd interventions and future directions	Steel, Craig			Wiley Blackwell	USA	2013	9780470712054		Rústica						Buen estado		22	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8880.jpg
8881	Applied topics in Health Psychology	Caltabiano and RIcciardelli			Wiley Blackwell	USA	2013	9781119971931		Rústica						Aceptable		18	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8881.jpg
8882	The social psychology of Ethnic Identity	Verkuyten, Maykel			Psychology  Press	England	2005	9781841695327		Cartoné de editorial						Buen estado		28	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8882.jpg
8883	Perceptions of Phobia and Phobics, the quest for control	McNab, Beulah			Academic Press	England	1993	9780124859609		Cartoné de editorial						Aceptable		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8883.jpg
8884	Healing Trauma	Razza, Nancy and Tomasulo, Daniel			American Psychological Association	Washington DC	2005	9781591471608		Cartone en tela de editorial con sobrecubierta					<p>The power of group treatment for people with intellectual disabilities.</p>	sobrecubierta rozada, tapas e interior bien		14	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8884.jpg
8885	Origins of the Social Mind, evolutionary and developmental views	Itakura and Fujita			Springer	Japan	2008	9784431751786		Cartoné de editorial						Buen estado		20	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8885.jpg
8886	The Psychology of Terrorism	Horgan, John			Routledge	New York	2005	9780714652627		Cartoné de editorial						Buen estado		15	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8886.jpg
8887	Ensayos sobre el Jukebox	Hanke, Peter			Alianza	Madrid	1992	9788420632667		rústica						Buen estado		18	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8887.jpeg
8893	 El viaje no ha terminado	Shankar, S			La otra orilla	Barcelona	2008	9788492451210		rústica						Aceptable		15	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8893.jpeg
8894	Oro y locura sobre Baviera	Villena, Luis antonio de			Planeta	Barcelona	1998	9788408027515		Cartoné con sobrecubierta						buen estado		18	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8894.jpeg
8896	Oscar y Lucinda	Carey, Peter			Alfaguara	Madrid	1989	9788420425726		rústica						buen estado		25	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8896.jpeg
8899	Psicofarmacología. Infanto-juvenil	Varios			Polemos	Argentina	2005	9789879165645		Rústica con sobrecubiertas						Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8899.jpeg
8901	Actividad Física en el adulto mayor	Ceballos Gurrola, Oswaldo			Manual Moderno	México	2012	9786074482843		Rústica						Buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8901.jpeg
8902	Hernias en la pared abdominal	Roesch Dientel, Federico y Abascal Zamora, Ramón			Manual Moderno	México	2001	9789684269286		Rústica						Cortes algo rozados, buen estado general		15	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8902.jpeg
8903	Urgencias en Psiquiatría	D'alessandro, Hugo y colaboradores			Corpus	Argentina	2008	9789509030572		Rústica con solapas						Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8903.jpeg
8904	Estudios sobre poesía contemporánea	Prat, Ignacio			Taurus	Mdrid	1982			Rústica						Buen estado general		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8904.jpeg
8906	Teoría y Praxis de la literatura comparada	Schmeling			Alfa	Barcelona	1984			Rústica						Buen estado general		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8906.jpeg
8909	El gran libro de la Medicina China	Wong Kiew Kit			Urano	Barcelona	2003	9788479535155		Rústica con solapas						Buen estado general		18	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8909.jpeg
8910	66 Poemas en bronce y gris	Edgardo Isaac, José			El autor	Buenos Aires	1966			Rustica						Buen estado		30	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8910.jpeg
8912	Enfermedad de Alzheimer y otras demencias	Varios			Polemos	Argentina	2003	9879165454		Rústica						Buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8912.jpg
8914	Historia y evolución de la medicina	Cavazos Guzmán,Luis y Carrillo Arriaga, José			Manual Moderno	México	2009	9786074480276		Rústica						Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8914.jpg
8915	Nutrición y salud	Varios			Manual Moderno	México	2014	9786074483796		Rústica						Buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8915.jpg
8916	Diccionario de Psiquiatría y Psicología Forense	Varios			Polemos	Argentina	2006	9789879165737		Rústica con solapas						Buen estado		24	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8916.jpg
8922	Crestomatia Románica Medieval	Moreno, Jesús y Peira, Pedro			Cátedra	Madrid	1979			Rústica						Aceptable, cortes algo rozados, portadas e interior bien		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8922.jpeg
8925	Don Ramón María del Valle Inclán (1866-1898) 4 tomos en estuche				Universidade de Santiago de Compostela		1998			Rústica con estuche						Buen estado		25	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8925_1.jpeg
8927	La mujer en la literatura francesa	Balairón de Melero, María Pilar			Gráficas Magerit	Madrid	1956			Rústica						Portada manchada y cortes con puntas oxido, interior bien		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8927.jpeg
8928	La búsqueda del Leviatán europeo	Valvidares Suárez, María Ludivina			Trea	Asturias	2010	9788497045285		Rústica con solapas						Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8928.jpeg
8929	Epistolario	Miguel de Unamuno y Alonso Quesada			El Museo Canario	Las Palmas de Gran Canaria	1970			Rústica con solapas					<p>Edición de 500 ejp, este es el número 183</p>	Buen estado general		15	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8929.jpeg
8934	Poeta en la guerra. Cronista para la paz, en la historia de España	Gonzalez Tuñón			A. U. P. A	Madrid	2007	9788461162314		Rústica con solapas						Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8934.jpeg
8936	Encrucijadas del pensamiento, análisis críticos del quehacer científico	Durand, Sonia y Mombrú, Andrés			gran Aldea	Argentina	2003	9789879867846		Rústica						Buen estado general		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8936.jpeg
8939	La implementación de las políticas	Aguilar Villanueva, Luis			Porrúa	México	2007	9789688429990		Rústica					<p>Ofrece textos fundamentales que describen, explican y anticipan las principales dificultades que encuentra en su camino la puesta en práctica de la política.</p>	Buen estado		14	Libro	1		Política Sociología		https://www.uniliber.com/uploads/media/libromania/images/8939.jpeg
8941	Erótica y vejez, perspectivas de occidente	Lacub, Ricardo			Paidós	Argentina	2006	9789501226409		Rústica con solapas						Buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8941.jpeg
8942	La misión de la mujer y el sentido de los regalos	Tournier, Paul			Clie	Barcelona	2002	9788482672205		Cartoné de editorial					<p>La tesis de Tournier es la de que la mujer realice una igualdad diferenciada, en la que pueda desarrollar en la sociedad las mismas funciones que el hombre pero manteniendo su propia personalidad y conducta femeninas.</p>	Buen estado general		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8942.jpeg
8943	Interpretación Sistemática del Derecho	Cisneros Farías, Germán			Porrúa	Argentina	2008	9789700777047		Rústica						Buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8943.jpeg
8946	Behavioral Theories and Interventions for Autism	Reed, Phil			Nova	New York	2009	9781607411659		Cartoné de editorial						Buen estado		25	Libro	1		Autismo		https://www.uniliber.com/uploads/media/libromania/images/8946.jpeg
8949	La España de José Martí	García Guatas			Puz	Zaragoza	2014	9788416028641		Rústica con solapas						Buen estado		9	Libro	1		José Martí		https://www.uniliber.com/uploads/media/libromania/images/8949.jpeg
8950	Aproximación a la narrativa de José Saramago	Maritano, Rébola y Barat			Libros del Sur	Argentina	2009	9789872445560		Rústica con solapas						Buen estado, cubierta trasera algo doblada		12	Libro	1		Saramago		https://www.uniliber.com/uploads/media/libromania/images/8950.jpeg
8951	El sueño de San Luis	Goytisolo, Luis			Anagrama	Barcelona	2015	9788433963833		Rústica					<p>El autor nos explica en este libro el papel que en la creación literaria, en el impulso de la creación, desempeña el subconsciente.</p>	Buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8951.jpeg
8952	Finales de cine, 77 películas para recordar.	López, Óscar y Vilaboy, Pablo			Alianza	Madrid	2011	9788420651187		Rústica con solapas						Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8952.jpeg
8955	Homelessness Prevention in Treatment of Substance Abuse and Mental  Illness	Varios			The Haworth Press	New York	1999	9780789007506		Cartoné de editorial						Buen estado		15	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8955.jpeg
8956	An Asperger Dictionary of everyday expressions	Stuart- Hamilton, Ian			JKP	London	2007	9781843105183		Rústica						Buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8956.jpeg
8959	Eunice fucata (diarios)	De Ory, Carlos Edmundo			Begar	Málaga	1984			Rústica con solapas					<p>Primera edición</p>	Buen estado general		14	Libro	1		Diarios		https://www.uniliber.com/uploads/media/libromania/images/8959.jpeg
8970	Leer, escribir,contar y rezar. La escuela en los pueblos de Madrid en el S. XIX	Pascual Hernansanz, Alicia			Comunidad de Madrid		2003			Rústica						Buen estado general		20	Libro	1		Madrid  Colegios		https://www.uniliber.com/uploads/media/libromania/images/8970.jpeg
8972	"De no querío...bien lo vaga ello". Diccionário del habla Candeledana	Moreno Monforte, Ángeles			Libros de la mora encantada / Ayuntamiento de Candeleda		2011	9788493762230		Cartoné ilustrado de editorial					<p>Con dedicatoria particular</p>	Buen estado		12	Libro	1		Ávila		https://www.uniliber.com/uploads/media/libromania/images/8972.jpeg
8974	Poemas escogidos	García Lorca, Federico			Diputación de Granada	Granada	2004			Rústica					<p>Facsímil de la edición del 22 de julio de 1939</p>	Buen estado		20	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8974.jpeg
8993	Grupalidad y supervivencia	Varios			Polemos	Argentina	2010	9789876490160		Rústica						Buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8993.jpeg
8995	Redes conceptuales, aprendizaje, comunicación memoria	Galagovsky Kurman, Lydia			Lugar	Argentina	1996	950892022X		Rústica						Buen estado general		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8995.jpeg
8996	Bulimia, Anorexia nerviosa y otros trastornos alimentarios	Varios			Polemos	Argentina	2007	9789879165775		Rústica						Buen estado		10	Libro	1		Trastornos alimentarios		https://www.uniliber.com/uploads/media/libromania/images/8996.jpeg
8997	Manual de clínica y terapéutica en psiquiatría	Varios			Letra viva	Argentina	2011	9789506492403		Rústica						Buen estado		25	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/8997.jpeg
8998	Demencia, enfoque multidisciplinario	Varios			Polemos	Argentina	2005	9789879165591		Rústica						Buen estado		15	Libro	1		neurología		https://www.uniliber.com/uploads/media/libromania/images/8998.jpeg
9001	El Mediterráneo	Racionero, Luis			Aitana	Madrid	1999	8486156653		Cartoné de editorial con sobrecubierta, estuche en tela					<p>Edición numerada de 500 ejemplares</p>	Buen estado    		30	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9001.jpeg
9002	Extravío en la luz	Gamoneda, Antonio			Casariego	Madrid	2008	9788486760847		Cartoné ilustrado de editorial						Buen estado		24	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9002.jpeg
9003	Rehabilitación Palacio de la Magdalena Santander	Varios			Dragados y construcciones	Madrid	1995											12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9003.jpeg
9004	La cueva, crónica del grupo de abarranquilla	Fiorillo, Heriberto			La Cueva	Colombia	2006	9583329762		Cartoné de editorial con sobrecubierta						Buen estado		25	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9004.jpeg
9007	El Rock, historia y análisis del movimiento cultural mas importante del siglo XX	Gómez Perez, Rafael			El Drac	Madrid	1994	9788488893017		Rustica						Buen estado		18	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9007.jpeg
9011	La imagen de Joaquín  Costa	Hernandez Latas			Suelves	Huesca	1996	9788492185917		Rústica					<p>150 aniversario del nacimiento de Joaquín Costa</p>	Buen estado general		15	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9011.jpeg
9012	Cirugía Oral y Maxilofacial	Martínez Treviño, Jorge Alberto			Manual Moderno	México	2009	9786074480313		Rústica					<p>Incluye CD</p>	Buen estado		35	Libro	1		Maxilofacial		https://www.uniliber.com/uploads/media/libromania/images/9012.jpeg
9013	Técnicas quirúrgicas en cirugía general	Farquharson y Moran			Manual Moderno	México	2007	9789707292529		Cartoné de editorial						Buen estado general , pequeño golpe en una esquina		35	Libro	1		Cirugía		https://www.uniliber.com/uploads/media/libromania/images/9013.jpeg
9018	Ergonomía y Psicología aplicada, manual para la formación del especialista	Llanera Álvarez, Javier			Lex Nov	Valladolid	2009	9788498981001		Rústica con solapas					<p>CD-ROM&nbsp;</p>	Buen estado general, una esquina algo rozada		30	Libro	1		Riesgos laborales. Ergonomía		https://www.uniliber.com/uploads/media/libromania/images/9018.jpeg
9019	De todo un cuento	Bolaños Martínez, Arturo			Insólita	Barcelona	2004			Rústica						Buen estado general, portadas algo deslucidas		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9019.jpeg
9020	El Molino de Gregorio Prieto en Valdepeñas	Gregorio Prieto			Ínsula	Madrid	1954			Rústica con solapas						Interior bien , cubiertas bastante deslucidas con alguna rotura		40	Libro	1		Molinos Valdepeñas		https://www.uniliber.com/uploads/media/libromania/images/9020.jpeg
9021	Evaluación infantil: aplicaciones conductuales, sociales y clínicas	Sattler y Hoge			Manual Moderno	México	2008	9789707292802		Cartoné de editorial						Buen estado		35	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9021.jpeg
9025	Psicofarmacología infanto- juvenil	Massei, Hugo			Polemos	Argentina	2005	9789879165645		Rústica con solapas						Buen estado general		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9025.jpeg
9027	Hacer camino con Freud	Braier, Eduardo			Lugar	Argentina	2009	9789508923332		Rústica con solapas						Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9027.jpeg
9033	Ideologías del Nacionalismo Vasco 1876-1937 ( de los "euskaros" a Jagi Jagi)	Elorza, Antonio			L. Haranburu	San Sebastian	1978			Rústica						Fatigado, subrayado, Lomo algo curvado		30	Libro	1		país vasco 		https://www.uniliber.com/uploads/media/libromania/images/9033.jpeg
9034	Diario del señor D. Cristóval Crespí, presidente del consejo de Aragón	Gonzalo Crespí de Valldaura y Bosch Labrús, Conde de Orgaz			Boletín oficial del estado	Madrid	2012	9788434020405		Tela de editorial con sobrecubierta						Buen estado general		20	Libro	1		Aragón Diarios		https://www.uniliber.com/uploads/media/libromania/images/9034.jpeg
9035	Canarias en la brecha	Martínez de acampos, Carlos			El gabinete Literario de las Palmas de Gran Canaria	Las Palmas	1953			Rústica con solapas						Buen estado general		20	Libro	1		Canarias 		https://www.uniliber.com/uploads/media/libromania/images/9035.jpeg
9036	Facundo. Recuerdos de provincia. Artículos. Ensayos y discursos. Viajes por Europa, África y América	Sarmiento			Espasa Calpe	Madrid	2002	9788467000917		Cartoné en tela de editorial con estuche					<p>Edición de Diana Sorensen</p>	Buen estado		35	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9036.jpeg
9037	Léxico en el Don quijote de la Mancha y Cervantes de Sanabria	Rodríguez, Leandro			Serumet	Zamora	2004	9788488954497		Rústica						Buen estado general		18	Libro	1		Léxico		https://www.uniliber.com/uploads/media/libromania/images/9037.jpeg
9038	Estación en curva	Sanz González, Daniel			El perro malo	Madrid	2017	9788494535956		Rústica					<p>Según su autor el libro comenzó como un grupo de cuentos que fueron naciendo en su vida universitaria y durante la posterior búsqueda de empleo en un país falto de oportunidades. Son 21 relatos en los que lo cotidiano y lo sorprendente se dan la mano, nos dan que pensar y nos desequilibran a veces; como si pasáramos por una estación en curva.</p>	Nuevo		6	Libro	1		Jóvenes autores		https://www.uniliber.com/uploads/media/libromania/images/9038.jpg
9040	Litoral	Dirección de Emilio de Prados y Manuel Altolaguirre			Ayuntamiento de Málaga		1990			Rústica con solapas					<p>Edición facsímil de los números que conforman las primeras etapas de la revista Litoral, comprendiendo las publicaciones de: Málaga 1926-1929 y México 1944.</p>	Buen estado general, firma y fecha de anterior propietario		40	Libro	1		Generación del 27 		https://www.uniliber.com/uploads/media/libromania/images/9040.jpeg
9047	Love in a different climate, men who have sex with men in India	Seabrook, Jeremy			Verso	London	1999	9781859848371		Cartoné en tela de editorial con sobrecubierta						Buen estado general		12	Libro	1		Homosexualidad		https://www.uniliber.com/uploads/media/libromania/images/9047.jpg
9048	Neglected Children, Research, practice, and policy	Dubowitz			Sage	London	1999	0761918426		Rústica						Buen estado general		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9048.jpg
9051	La transmisión de la poesía española en los siglos de oro	Rodríguez- Moñino, Antonio			Ariel	Barcelona	1976			Rústica con solapas						Aceptable		14	Libro	1		Siglo de oro		https://www.uniliber.com/uploads/media/libromania/images/9051.jpeg
9053	Ciencias de la conducta y cuidado de la salud	Sahler y Carr			Manual Moderno	México	2008	9789707293526		Rústica						Buen estado		20	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9053.jpeg
9055	Guggenheim	Kliczkowski			HK	Barcelona	2003	9788496137929		Rústica						Buen estado general		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9055.jpeg
9056	Diseñar para los ojos	Costa, Joan			Costa Punto Com	Barcelona	2008	9788461181377		Rústica con solapas						Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9056.jpeg
9060	Tráfico terrestre y red vial en las indias españolas	Serrera, Ramón María			Lunwerg	Barcelona	1993	8477821976		Cartoné en tela de editorial con sobrecubierta					<p>Cartografía de Guillermo Llorente</p>	Buen estado		30	Libro	1		Indias españolas		https://www.uniliber.com/uploads/media/libromania/images/9060.jpg
9061	Rótulos cerámicos en las calles del viejo Madrid	De Santiago, Carmen y Pintado, Cecilio			Ayuntamiento de Madrid		2002	8486172179		Cartoné en tela de editorial con sobrecubierta, con estuche ilustrado					Los azulejos diseñados por Alfredo Ruiz de Luna para las calles de Madrid. Cada página reproduce un azulejo con la historia de la calle.	Buen estado, estuche ligeramente descolorido en esquinas		90	Libro	1		Historia		https://www.uniliber.com/uploads/media/libromania/images/9061.jpg
9066	Historia- Guía del Soul , magia negra	Lapuente, Luis			Guía de Música	Madrid	1995	9788488857088		Rústica						Con señales de uso normal		20	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9066.jpeg
9070	Teoría completa de la música (dos volúmenes)	De Pedro, Dionisio			Real Musical	Madrid	2008	9788438703274		Rústica					<p>Nueva Edición</p>	Buen estado		18	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9070_1.jpeg
9071	Introducción a la LexicografÍa Griega	Varios			Consejo superior de investigaciones científicas	Madrid	1977	840036093		Rústica						Forrado de plástico adhesivo , con manchas del  pegado del mismo en hojas de respeto, interior bien		35	Libro	1		Griego antiguo		https://www.uniliber.com/uploads/media/libromania/images/9071.jpeg
9072	La belleza en el arte	R. Töpffer			Centauro	México	1947			Rústica con solapas						Buen estado general, pero con signos de uso, pequeño sello y firma de anterior propietario		30	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9072.jpeg
9075	Bases fisiológicas del envejecimiento y geriatría	Timiras, Paola			Masson	Barcelona	1997	8445803662		Cartoné de editorial						Buen estado general		15	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9075.jpeg
9078	Preparación para pruebas de personalidad y aptitudes. Guía completa de pruebas de evaluación para el trabajo.				Job test prep		2006	9789659103812		Rústica						Buen estado, como nuevo		10	Libro	1		Empleo  Test psicológico		https://www.uniliber.com/uploads/media/libromania/images/9078.jpg
9081	 Los Monasterios dúplices en Galicia en la Alta Edad Media	Rodríguez Castillo, Héctor			Serie Trivium	A Coruña	2005	9788496259560		Rústica						Buen estado		9	Libro	1		Galicia		https://www.uniliber.com/uploads/media/libromania/images/9081.jpeg
9083	El arco y la lira	Paz, Octavio			Círculo de lectores	Barcelona	1999	9788422673606		Cartoné en tela de editorial con sobrecubierta					<p>Colección dirigida por Fernando Savater</p>	Buen estado		30	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9083.jpeg
9085	Recuento, cuentos completos	Rossetti, Ana			Páginas de espuma	Madrid	2001	9788493124397		Rústica con solapas						Buen estado general		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9085.jpeg
9090	Vigorexia, cómo reconocerla y evitarla	Baile, José Ignacio			Síntesis	Madrid	2005	9788497562782		Rústica						Buen estado		8	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9090.jpeg
9091	Growing up severely autistic, they call me Gabriel	Rankin, Kate			Jessica Kingsley Publishers	London	2001	9781853028915		Rústica						Buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9091.jpeg
9092	Nuestros niños y el sexo, cómo explicárselo	Monroy, Anameli			Pax México		2003	9789688601730		Rústica						Buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9092.jpeg
9095	Agresividad, manifestaciones clínicas y tratamiento psicofarmacológico	Halsband, Sergio			Polemos	Argentina	2008	9789879165959		Rústica						Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9095.jpeg
9097	Disfonías del niño y del adolescente	Habbaby, Adriana			Akadia	Argentina	2006	9789875700284		Rústica						Buen estado		15	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9097.jpeg
9099	El niño con discapacidad, la familia y su docente	Núñez, Blanca			Lugar	Argentina	2010	9789508923486		Rústica con solapas						Buen estado		8	Libro	1		Discapacidad		https://www.uniliber.com/uploads/media/libromania/images/9099.jpeg
9100	Guías de los sitios naturales de interés nacional, (Sierra de Guadarrama)	Hernández- Pacheco			Ministerio de Fomento		1931			Rústica						cubiertas fatigadas		35	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9100.jpeg
9103	Hai- Kais	Mac- Kinlay			La Brújula	Paris	1936			Rústica					<p>Edición numerada de 500 ejemplares, siendo este el 121</p>	Cubiertas algo deterioradas, interior bien		150	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9103.jpeg
9105	Clausuras y aperturas, debates sobre el aborto	Varios			Espacio	Argentina	2007	9789508022592		Rústica con solapas								7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9105.jpeg
9107	Male victims of Elder abuse, their experiences and needs	Pritchard, Jacki			Jessica Kingsley	London	2001	9781853029998		Rústica						Buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9107.jpeg
9110	La mente reconsiderada	Varios			PSYKHE	Chile	2001	956140625X		Rústica					<p>Homenaje a Ángel Rivière</p>	Buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9110.jpeg
9112	Evaluación del potencial de aprendizaje, fundamentos y aplicaciones	Calero García, Dolores			Fundamentos Psicopedagógicos	Madrid	2012	9788497274456		Rústica						Buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9112.jpeg
9113	La piel asada del bacalao	Riquelme Lidón, Fernando			Trea	Gijon	2010	9788497045230		Rústica con solapas						Pequeña rozadura en la portada, resto buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9113.jpeg
9117	Pinturas,dibujos y pasteles, una tesis (1949)	Roy Fox Lichtenstein			Fundación Juan March	Madrid	2007	8428845016093		Rústica con solapas					<p>Bilingüe Español- Inglés</p>	Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9117.jpg
9126	En los límites de lo posible	Boari y Pon			Biebel	Argentina	2011	9789871678099		Rústica con solapas					<p>Hijos con limitaciones: ¿que puede hacer el psicoanalista por ellos y sus familias?</p>	Buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9126.jpeg
9127	Clínica del crack-up	Percia, Marcelo			Lugar	Argentina	2001	9789508921215		Rústica						Buen estado general		11	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9127.jpeg
9134	Letras abiertas del Psicoanálisis, teoría y clínica	Varios			Psicolibros	Uruguay	2008	9789974805392		Rústica						Buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9134.jpg
9136	Get Out, Explore, and Have Fun!	Lisa Jo Rudy			J K P	London		9781849058094		Rústica					<p>How families of children with autism or aspergen syndrome can get the most out of community activities</p>	Buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9136.jpg
9138	Introducción a la psicología personalista	Varios			Dykinson	Madrid	2013	9788490315590		Rústica con solapas						Buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9138.jpg
9139	Desafíos al psicoanálisis en el siglo XXI, salud mental, sexualidad y realidad social	Ferrari y Zac de Filc			Polemos	Argentina	2002	9879165330		Rústica						Buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9139.jpeg
9140	Genealogía de la locura, discursos y prácticas de la alienación mental en el positivismo argentino(1880-1930)	Falcone, Rosa			Letra Viva	Argentina	2011	9789506494124		Rústica					<p>Prólogo de Hugo Biagini</p>	Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9140.jpeg
9141	El pajarito Rit- Titit	Seza			Baguñá	Barcelona	1953			Rústica					<p>Dibujos de Ferrándiz</p>	Buen estado general, con pequeñas manchitas en la cubierta posterior		15	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9141.jpeg
9149	Tradición	De Echave- Sustaeta, Juan			Social Católica	Vitoria	1940			Rústica					<p>Con dedicatoria del autor.</p>	Cubiertas ligeramente rozadas, interior bien		30	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9149.jpeg
